noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId,adult,budget_x,genres,imdb_id,original_language,original_title,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title_x,video,vote_average,vote_count,year,title_y,test,clean_test,binary,budget_y,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code
7,6,11,4,2,9,19898,71135,1188729,False,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1188729,en,Pandorum,10.391425,/qFd7dNvV1neXBV5OZdU5jOhdDZ6.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-09-08,20645327.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Don't fear the end of the world. Fear what happens next.,Pandorum,False,6.5,783.0,2009,Pandorum,notalk,notalk,FAIL,40000000,10330853.0,17033431.0,2009FAIL,43429264,11216534.0,18493734.0,2.0,2.0
11,1,23,22,6,13,10313,71156,1234548,False,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",tt1234548,en,The Men Who Stare at Goats,6.253084,/dCr1NYTxj7jJi2OlreTzCH7xJcM.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Smoke House', 'id': 1782}, {'name': 'Ruby Films', 'id': 2054}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-17,68729358.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No goats. No glory.,The Men Who Stare at Goats,False,5.9,755.0,2009,The Men Who Stare at Goats,nowomen,nowomen,FAIL,24000000,32428195.0,67348218.0,2009FAIL,26057558,35208316.0,73122088.0,2.0,2.0
2,11,7,4,5,6,19994,71205,1131734,False,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt1131734,en,Jennifer's Body,13.483131,/tdNlGoHmz77XQlBB21tL8qtxFHq.jpg,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox Atomic', 'id': 2890}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-18,31556061.0,100.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,She's evil... and not just high school evil.,Jennifer's Body,False,5.3,858.0,2009,Jennifer&#39;s Body,ok,ok,PASS,16000000,16204793.0,32832166.0,2009PASS,17371706,17594056.0,35646920.0,2.0,2.0
3,4,17,12,1,6,11323,71211,1130080,False,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",tt1130080,en,The Informant!,11.698089,/6882EDewH5SMvNMvET60oZv8fS4.jpg,"[{'name': 'Section Eight', 'id': 129}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Jaffe / Braunstein Enterprise', 'id': 6822}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-18,35424826.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Based on a tattle-tale.,The Informant!,False,6.0,305.0,2009,The Informant!,notalk,notalk,FAIL,22000000,33316821.0,41771168.0,2009FAIL,23886095,36173125.0,45352277.0,2.0,2.0
7,7,9,12,3,13,19912,71252,1144884,False,40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt1144884,en,The Final Destination,8.805723,/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Practical Pictures', 'id': 48788}, {'name': 'Parallel Zide', 'id': 48792}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-26,186167139.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rest In Pieces,The Final Destination,False,5.4,851.0,2009,The Final Destination,ok,ok,PASS,40000000,66477700.0,187384627.0,2009PASS,43429264,72176939.0,203449410.0,2.0,2.0
1,11,16,67,4,27,18501,71254,1034032,False,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt1034032,en,Gamer,9.730681,/csbqdb7VUhGDkNsS3hjV16pwZ9e.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-03,40828540.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In the near future, you don't live to play... you'll play to live.",Gamer,False,5.6,778.0,2009,Gamer,notalk,notalk,FAIL,50000000,20534907.0,35062683.0,2009FAIL,54286580,22295397.0,38068663.0,2.0,2.0
10,8,23,15,1,5,22794,71264,844471,False,100000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0844471,en,Cloudy with a Chance of Meatballs,11.665693,/75QV0rNm6QHpMnpIGrZK0ev08rH.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-17,242988466.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare to get served.,Cloudy with a Chance of Meatballs,False,6.5,1799.0,2009,Cloudy with a Chance of Meatballs,notalk-disagree,notalk,FAIL,100000000,124870275.0,236827677.0,2009FAIL,108573160,135575603.0,257131292.0,2.0,2.0
3,5,11,8,6,4,29963,71327,810784,False,8500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0810784,en,Bright Star,14.337355,/dMo0ToyAlicDeSNmY47vZkbrRIK.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'Hopscotch Productions', 'id': 26716}, {'name': 'Jan Chapman Pictures', 'id': 26717}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2009-11-05,4440055.0,119.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,First love burns brightest.,Bright Star,False,6.8,111.0,2009,Bright Star,ok,ok,PASS,8500000,4444637.0,17260680.0,2009PASS,9228719,4825683.0,18740466.0,2.0,2.0
0,3,2,2,1,8,23827,71379,1179904,False,15000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",tt1179904,en,Paranormal Activity,12.706424,/ns7J1iMSDs5UkEVjMXLPiss7Lrt.jpg,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Solana Films', 'id': 21223}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-14,193355800.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What Happens When You Sleep?,Paranormal Activity,False,5.9,1351.0,2007,Paranormal Activity,dubious,dubious,FAIL,450000,107918810.0,194183034.0,2007FAIL,505595,121251476.0,218173082.0,2.0,2.0
3,1,5,0,0,2,22074,71450,1232207,False,20000000,"[{'id': 99, 'name': 'Documentary'}]",tt1232207,en,Capitalism: A Love Story,6.032166,/zJBkIPakBXdu3cEgGqKCPHUNXVE.jpg,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Paramount Vantage', 'id': 838}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-06,17436509.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,False,7.0,168.0,2009,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,20000000,14363397.0,19121531.0,2009FAIL,21714632,15594794.0,20760850.0,2.0,2.0
3,4,11,21,8,7,12573,71464,1019452,False,7000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1019452,en,A Serious Man,7.971424,/kCl9WXR7LOqDTEU3XUX8ssUETQR.jpg,"[{'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2009-10-02,31430334.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'yi', 'name': ''}]",Released,...seriously!,A Serious Man,False,6.6,492.0,2009,A Serious Man,men,men,FAIL,7000000,9228788.0,30360570.0,2009FAIL,7600121,10019987.0,32963430.0,2.0,2.0
4,10,6,0,2,0,22798,71518,1172233,False,15000000,"[{'id': 18, 'name': 'Drama'}]",tt1172233,en,Whip It,14.511442,/llpanXzIJq65qEM4weBaYaLEiY9.jpg,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'Vincent Pictures', 'id': 8818}, {'name': 'Barry Mendel Productions', 'id': 17032}, {'name': 'Flower Films (II)', 'id': 19813}, {'name': 'Rye Road Productions', 'id': 93521}, {'name': 'Babe Ruthless Productions', 'id': 93522}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-13,16633035.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be Your Own Hero,Whip It,False,6.7,366.0,2009,Whip It,ok,ok,PASS,15000000,13043363.0,18856151.0,2009PASS,16285974,14161591.0,20472719.0,2.0,2.0
1,5,17,18,6,12,23082,71520,1058017,False,18500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",tt1058017,en,The Invention of Lying,7.087161,/x2CsqtcSqGcrkpMIQCUum5JDiHg.jpg,"[{'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': '1821 Pictures', 'id': 14358}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-13,31912793.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,False,6.0,523.0,2009,The Invention of Lying,men,men,FAIL,18500000,18451251.0,32679264.0,2009FAIL,20086035,20033106.0,35480909.0,2.0,2.0
21,9,14,9,3,13,19959,71530,986263,False,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0986263,en,Surrogates,16.211937,/pHAnrezPCpWzNYYceLivTMcQ4jM.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Wintergreen Productions', 'id': 11845}, {'name': 'Top Shelf Productions', 'id': 41978}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-24,122444772.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,How do you save humanity when the only thing that's real is you?,Surrogates,False,5.9,1219.0,2009,Surrogates,notalk,notalk,FAIL,80000000,38577772.0,119668350.0,2009FAIL,86858528,41885106.0,129927709.0,2.0,2.0
2,6,8,2,0,7,19908,71535,1156398,False,23600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt1156398,en,Zombieland,11.063029,/vUzzDpVrab1BOG3ogxhRGfLN94d.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Pariah', 'id': 11733}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-07,102391382.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This place is so dead,Zombieland,False,7.2,3655.0,2009,Zombieland,ok-disagree,ok,PASS,23600000,75590286.0,102236596.0,2009PASS,25623266,82070762.0,111001503.0,2.0,2.0
8,1,8,10,6,13,22787,71573,365929,False,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0365929,en,Whiteout,7.759722,/oC28DSfylqtkf8AWkr0cVj7TcjS.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Ontario Media Development Corporation (OMDC)', 'id': 11576}, {'name': 'Manitoba Film and Video Production Tax Credit', 'id': 11715}, {'name': 'McMurdo (Canada) Productions', 'id': 20572}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-09,12206028.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,See Your Last Breath,Whiteout,False,5.3,225.0,2009,Whiteout,ok,ok,PASS,35000000,10275638.0,12254746.0,2009PASS,38000606,11156585.0,13305365.0,2.0,2.0
16,9,4,1,2,4,24684,71579,1174732,False,7500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1174732,en,An Education,8.593196,/n0mH5BgPjlMWJLWKhjtf5MDRrm9.jpg,"[{'name': 'BBC Films', 'id': 288}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-29,26096852.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An education isn't always by the book.,An Education,False,6.9,423.0,2009,An Education,ok,ok,PASS,7500000,12574914.0,29652736.0,2009PASS,8142987,13652981.0,32194912.0,2.0,2.0
1,6,11,4,4,2,11156,71619,1035736,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt1035736,fr,Coco avant Chanel,6.119818,/c0K9vPufKe9gv0EbM9kkVniZ8H5.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Haut et Court', 'id': 726}, {'name': 'SCOPE Invest', 'id': 2250}, {'name': 'Ciné@', 'id': 2564}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'Soficapital', 'id': 11247}, {'name': 'France 2 (FR2)', 'id': 11359}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Cofinova 5', 'id': 12053}, {'name': 'Films Distribution', 'id': 20881}, {'name': 'Banque Populaire Images 9', 'id': 30301}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2009-04-22,0.0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Before she was France's famous mademoiselle...,Coco Before Chanel,False,6.7,254.0,2009,Coco avant Chanel,ok,ok,PASS,23000000,6113834.0,50813834.0,2009PASS,24971827,6637983.0,55170185.0,2.0,2.0
2,7,9,3,5,7,23706,71670,881891,False,15000000,"[{'id': 35, 'name': 'Comedy'}]",tt0881891,en,All About Steve,9.288013,/Ap0Lx5mv2tvE3LL8U3VQfCNdziL.jpg,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-04,40105542.0,99.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A Comedy That Clings,All About Steve,False,4.7,302.0,2009,All About Steve,ok,ok,PASS,15000000,33862903.0,40127259.0,2009PASS,16285974,36766024.0,43567433.0,2.0,2.0
10,2,6,1,0,8,16523,71745,386117,False,100000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0386117,en,Where the Wild Things Are,12.36223,/2bdxzUBv6h6gFEcrTO4BUzkBIck.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Playtone', 'id': 4171}, {'name': 'Wild Things Productions', 'id': 5289}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-16,100086793.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's one in all of us.,Where the Wild Things Are,False,6.4,580.0,2009,Where the Wild Things Are,notalk,notalk,FAIL,100000000,77233467.0,99123656.0,2009FAIL,108573160,83854815.0,107621685.0,2.0,2.0
2,5,13,25,3,18,22803,71838,1197624,False,53000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt1197624,en,Law Abiding Citizen,16.639047,/p7zwLp8gCKyrNLCHP3RhmN5izHo.jpg,"[{'name': 'Film Department, The', 'id': 5257}, {'name': 'Evil Twins', 'id': 5802}, {'name': 'Warp Films', 'id': 12180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-15,126690726.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The System Must Pay.,Law Abiding Citizen,False,7.2,1522.0,2009,Law Abiding Citizen,notalk-disagree,notalk,FAIL,53000000,73357727.0,131159781.0,2009FAIL,57543775,79646802.0,142404318.0,2.0,2.0
2,5,8,16,1,18,22947,72011,1193138,False,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1193138,en,Up in the Air,8.338562,/skp6h2el5rsaRmlzBhWZ6ZPyW2i.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rickshaw Productions', 'id': 2201}, {'name': 'Cold Spring Pictures', 'id': 2363}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'DW Studios', 'id': 10261}, {'name': 'Right of Way Films', 'id': 32157}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-05,163670000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a man ready to make a connection.,Up in the Air,False,6.7,1246.0,2009,Up in the Air,men-disagree,men,FAIL,30000000,83823381.0,166842739.0,2009FAIL,32571948,91009693.0,181146433.0,2.0,2.0
41,1,24,5,1,12,22821,72167,1300851,False,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1300851,en,The Boondock Saints II: All Saints Day,8.051448,/hjU3caMd9O3h21e5kzJeUOAoy7h.jpg,"[{'name': 'Chris Brinker Productions', 'id': 2461}, {'name': 'Stage 6 Films', 'id': 11341}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-24,10629321.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,False,5.8,264.0,2009,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,8000000,10273187.0,10273187.0,2009FAIL,8685853,11153924.0,11153924.0,2.0,2.0
1,3,11,4,0,5,16577,72209,375568,False,65000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",tt0375568,en,Astro Boy,13.293466,/4kQczIhUFTnDWwG6HKsgCxLoi6.jpg,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Tezuka Production Company Ltd.', 'id': 3196}, {'name': 'Imagi Animation Studios', 'id': 3463}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-15,44091067.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Have a blast.,Astro Boy,False,6.1,420.0,2009,Astro Boy,dubious,dubious,FAIL,65000000,19551067.0,44093014.0,2009FAIL,70572554,21227211.0,47873178.0,2.0,2.0
13,3,14,32,1,6,10315,72226,432283,False,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt0432283,en,Fantastic Mr. Fox,8.695893,/750pfEttsYAVmynRg2vmt1AXh4q.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'American Empirical Pictures', 'id': 23449}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-23,46471023.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dig the life fantastic!,Fantastic Mr. Fox,False,7.5,1206.0,2009,Fantastic Mr. Fox,notalk,notalk,FAIL,40000000,21002919.0,46498922.0,2009FAIL,43429264,22803533.0,50485349.0,2.0,2.0
4,14,35,83,7,25,14161,72378,1190080,False,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",tt1190080,en,2012,16.698628,/5tIW9nTuxxy8iXSvsKJqFDVZpyg.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'The Mark Gordon Company', 'id': 1557}, {'name': 'Farewell Productions', 'id': 10905}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-10,769653595.0,158.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'bo', 'name': ''}]",Released,We Were Warned.,2012,False,5.6,4994.0,2009,2012,notalk-disagree,notalk,FAIL,200000000,166112167.0,788408539.0,2009FAIL,217146319,180353228.0,856000062.0,2.0,2.0
3,8,5,3,4,6,22825,72380,362478,False,30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0362478,en,The Box,10.424946,/1zinhNzY0okQVD1aZBZyrLffugu.jpg,"[{'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Radar Pictures', 'id': 14718}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-17,33333531.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All you have to do is push the button.,The Box,False,5.4,610.0,2009,The Box,ok,ok,PASS,25000000,15051977.0,26341896.0,2009PASS,27143290,16342407.0,28600229.0,2.0,2.0
11,4,7,12,2,5,22824,72393,1220198,False,10000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1220198,en,The Fourth Kind,13.751992,/usUYAvVCiGZ4YlX3xBS8fLzjtiO.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Saga Film', 'id': 859}, {'name': 'Focus Films', 'id': 1268}, {'name': 'Gold Circle Films', 'id': 12026}, {'name': 'Chambara Pictures', 'id': 12234}, {'name': 'Dead Crow Productions', 'id': 26082}, {'name': 'Fourth Kind Productions', 'id': 63903}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-06,42333295.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,False,5.8,451.0,2009,The Fourth Kind,ok,ok,PASS,10000000,26218170.0,49486874.0,2009PASS,10857316,28465896.0,53729463.0,2.0,2.0
10,10,2,1,1,1,25793,72395,929632,False,10000000,"[{'id': 18, 'name': 'Drama'}]",tt0929632,en,Precious,8.293548,/bQFHC0GHs1vE6GabCK6TTGX7Zaq.jpg,"[{'name': 'Smokewood Entertainment Group', 'id': 4424}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-06,47536959.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,False,6.9,426.0,2009,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,10000000,47566524.0,68722848.0,2009PASS,10857316,51644478.0,74614567.0,2.0,2.0
1,4,9,4,0,6,28089,72479,790712,False,6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt0790712,en,The Messenger,5.499937,/el6yT5RjrT5PeoQDTrO96rziHKa.jpg,"[{'name': 'Oscilloscope Laboratories', 'id': 4748}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-13,1521261.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Scars of War Will Last Forever,The Messenger,False,7.0,120.0,2009,The Messenger,notalk,notalk,FAIL,6500000,1109660.0,1409660.0,2009FAIL,7057255,1204793.0,1530512.0,2.0,2.0
